SAMPLEID	VERDY19	Plrevelo.MOCKZYMO	Plrevelo.NT4	VERDY5	Plrevelo.NT2	VERDY2	VERDY55	ED	VERDY24	VERDY20	VERDY21	VERDY8	VERDY7	VERDY39	VERDY51	VERDY35	VERDY38	VERDY65	VERDY66	VERDY52	VERDY54	VERDY4	VERDY23	VERDY53	Plrevelo.IV01IV	Plrevelo.TLIB2	VERDY40	VERDY33	VERDY9	Plrevelo.TLIB1	VERDY6	Plrevelo.NT1	VERDY17	VERDY34	VERDY36	VERDY3	VERDY18	FMR	VERDY49	Plrevelo.NT5	Plrevelo.NT3	VERDY37
Nitrosomonas ureae	0	0	5.4334	0	0	0	0	0	0	0	0.5937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nitrosospira multiformis	0	0	0.2264	0	0	0	0	0.1648	0	0	0	0	0	0.1431	0	0	0	0	0	0	0.3823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1099	0.1491
Nitrospira moscoviensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.039	0	0	0	0	0	0	0	0	0	0	0	0	0.9078	0	113.135	0	0	0	8.3994	0	0
Nocardia cyriacigeorgica	0.313	0.4732	0.3396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108.367	0	0	0	0
Nocardioides aquaticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4314	0	0	0	0	0	0.1099	0
Nocardioides aromaticivorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.0433	0
Nocardioides campestrisoli	0.1565	0	0.2264	0.7267	0	0	0	0	0	0	0	0.5505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.879	0
Nocardioides daphniae	0.1565	0	0	0	0.1766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.8979	0
Nocardioides dokdonensis	0	0	0	0.3633	0	0	0	0	0	0	0	0.5505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1854	0.0997	0	1.8775	2.8568	0
Nocardioides houyundeii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.7414	0.0997	0	0	0.879	0
Nocardioides jishulii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7902	7.6764	0	0	1.2087	0
Nocardioides marinisabuli	0	0	0.1132	0	0	0	0	0	0	0	0	0.4129	0	0	0	0	0	0	0	0	0	0	0	0.5809	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2991	0	0	0	0
Nocardioides marmotae	0	0	0.1132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nocardioides mesophilus	0	0	2.3771	0	0	0	0	0	0	0	0	0.1376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.5793
Nocardioides okcheonensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3896	0	0	0	0
Nocardioides panacis	0	0	14.4891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nocardioides pantholopis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.6549	0
Nocardioides seonyuensis	0	0.1183	0	0	0	0	0	0	0	0.6639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.7516	0	0	0.2198	0
Nocardioides sp. HDW12B	0	0.1183	0	0.3633	0	0	0	0	0	0	3.5622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nocardioides sp. JQ2195	0	0	17.6585	0	0	0	0	0	0	0	0	0.2752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.9756	0
Nocardioides sp. QY071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.4584	0	0	0	0.1099	0
Nocardioides sp. S-1144	0	0	0	0	0	0.0941	0	0.4945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319.526	1.1931
Nocardioides sp. S5	1.7213	0	0	0	0	0	0	0.4945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5139	0	0	0	0	0	0	0	0	12.5107	0	0	71.1814	0	0	0	0
Nocardioides sp. W7	0	0	0	0.3633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.5705	0.1994	0	0	1.3185	0
Nocardioides ungokensis	0	0	0	0.7267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1994	0	0	0	13.5716
Nocardioides yefusunii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6899	0	0	0	0	0	0	0	0	0	2.3707	1.0966	0	0	2.3074	0
Nocardiopsis sp. BM-2018	0	0	0	0	0	0	0	0	0	3.3197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nonomuraea gerenzanensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2241	0	0	0	0	0	2.2956	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nonomuraea sp. ATCC 55076	0	0	0.2264	39.2406	1.2364	0.0941	1.3114	1.813	25.5865	35.1888	0	0.6881	0	0.1431	0	0.1197	0	0.0927	0	0	0	1.1206	0.301	0	0.1604	0.0857	6.8988	1.5892	11.4618	1.2304	0	0	0	2.572	9.9223	0	0.3951	0	0	0.2964	0.879	0
Nosocomiicoccus ampullae	0	0.2366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2087	0
Novosphingobium aromaticivorans	0	0	0.1132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3284	0	0	0	0	0	0.1976	0	0.2983
Novosphingobium humi	0	0	0.7924	0.7267	0	0	0	0.1648	0.6397	0	0	0	0	0	0	0	0	0	0	0	0	0.8965	0	0	0	0	0	0	0	0	0	0	0	1.2103	12.0793	0	0	0	0	5.3361	0	0
Novosphingobium pentaromativorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1513	0	0.208	0	0	0	8.3005	0	0
Novosphingobium resinovorum	0	0	0.2264	4.3601	0	0	0	0	0	0	0	0.4129	0	0	0	0	0	0	0	0	0	0	0	0.2905	0.0802	0	0.6899	0.1766	0	0	0	0	0	0.3026	0	0	0	0	0	0	0	0.1491
Novosphingobium sp. EMRT-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.7823	0	0	0	0	0	0	0.1099	0
Novosphingobium sp. ES2-1	0	0.2366	0	0.3633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.8672	0	0	0	0	0	0	0	0.4314	0	0	0	0	0	0	6.7112
Novosphingobium sp. P6W	0	0	0	7.2668	0	0	0	0	0	0	0	0.2752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4602	0	0	0	0	0	0	0	0	0.1491
Octadecabacter antarcticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0595	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2983
Octadecabacter arcticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.1265	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oerskovia sp. KBS0722	0	0	61.0125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3951	0	0	0	0	0
Oscillatoria sp. CCAP 1459/26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.4563	0	0	0	0	0	0	0	0	0	0
Oscillibacter sp. PEA192	0	0	0.3396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0674	0	0	0	0	0	0	0	0	0	0	0
Oscillibacter valericigenes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3825	0	0	0	0	0	0	0	0	0	0
Ottowia oryzae	41.4688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2669	0	0	0	0	0.208	0	0	0	0	0	0
Ottowia sp. oral taxon 894	0.4695	0	0	0	0	0	0	0	0.6397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.4711	0	20.9412	0	0	0	0	0
Oxalobacter aliiformigenes	0.1565	0.1183	0	2.5434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1099	0
Paenalkalicoccus suaedae	0	23.1867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paenarthrobacter aurescens	0.1565	0	0.1132	0	0	0	0	8.5705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paenarthrobacter ureafaciens	0	0	1.4716	0	0.1766	0	0	0	0	0	0	0.5505	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0857	0	0.1766	0	0.791	0	0	0	0	0	0	0	0	0	0.1976	0	0.1491
Paenibacillus albus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7457
Paenibacillus phage Pahemo	3.7557	0.3549	1.4716	0.3633	0.1766	0.5645	0	1.3186	0	0	0.2968	0	0	0.1431	0.4037	0	0	0.0463	0	0	0.1274	0	0	0	0.6416	1.1992	0	0	0	0.7031	0	0	0	0.3026	0	2.4956	0	0.6979	0.2392	2.2728	2.5272	0.4474
Paenibacillus polymyxa	0	20.8207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1196	0	0	0
Paenibacillus yonginensis	0	15.2606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7691	0
Pandoraea apista	0	0	0.1132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0802	0	0.6899	0	0	0	0	0	0	0	0	0.208	0	0.0997	0	0.0988	0	0
Pannonibacter phragmitetus	0	0	0	0	23.4917	0	0	0.3296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.301	0	0	0	0	0	0	0	0	0	0	0	0	0.208	0.3951	0	0.1196	0	0	0
Pantoea agglomerans	30.0453	0.2366	0	18.5303	0	0.1882	0	0.1648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0802	0.1713	0	0	0	0	0	2.765	0	0.3026	0	0.208	0	0	42.3446	0	0.1099	0
Pantoea ananatis	17.3699	0.9464	0.1132	1.09	0	0	0	0	0	28.5494	0	0	0	0	0	0	0	0	0	0.5582	0.1274	0	0	0	0.0802	0	0	0	0	0	0	0	0.2301	0.1513	0	0	0	0	0.9569	0.1976	0	1.6405
Pantoea sp. CCBC3-3-1	500.442	0	0	2.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pantoea vagans	27.698	0.1183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0997	0	0	0	0
Parabacteroides distasonis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.4831	0	0	0	0	0	0	0.0997	0	0	0	0.5966
Paraburkholderia caribensis	0	0	0	0	0.1766	0	0	0	0	0	0	0	0	0	3.0278	0	0	0	0	0	0	0	0	0	0	0.0857	0	0	0	0	0	0	0	0	0	0	0.3951	0	0	0	0.1099	0
Paracidovorax avenae	25.9767	0.7098	0.2264	0	0	1.3172	0	1.1537	0.6397	0	0	0	0.4079	0.4293	0.2019	0.359	0.0929	0	0	0	0	0.8965	0	0	0	0	0	0	0	1.1425	1.0674	0.6913	5.9831	2.4207	0	8.5267	3.9512	0.7976	0	0.1976	0.6593	0
Paracidovorax citrulli	2.3473	0.2366	0	0	0	0	0	0.1648	0	0	1.4842	0	0	0	0.4037	0.2394	0.6502	0	0	0	0.3823	0.2241	0.301	0	0	0	0	0	0	0.0879	0	0	1.3807	0.3026	0.4314	0	2.3707	0	0	0	0.1099	0
Paracoccus albus	0	0	0	0	0	0	0	0	0	1.3279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7658	0	0	0	0	0.2301	0	0	0	0	1.5951	0	0.7905	0	0
Paracoccus aminophilus	0.313	0	0	0	0	0	0	0	0	0	0.5937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3798	1.5892	0	0	0	0.6913	7.824	9.834	0.4314	0	1.1854	1.4954	0	0	0.2198	0.5966
Paracoccus aminovorans	0	0	0	0	0	0	0	0.4945	0.6397	0	0	0	0.4079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7063	0	0	0	0	1.841	10.5905	0	0	0.3951	0.2991	0	0	0.2198	0.1491
Paracoccus contaminans	0.313	0	0	0	0	0	0	0	0	0	0	0	17.5402	0	0	0	0	0	0	0	0	0	0	0	0.0802	0	5.519	1.2361	0	0	0	10.3689	0	3.3284	0	0	0	0	0	3.3597	0	0
Paracoccus denitrificans	5.3205	0.4732	1.0188	0.3633	0	0	0.3278	4.1205	0	0	0	0	0.8158	0	0	2.2738	0	0	0	0	0	3.3619	0.301	0	0	0	0	9.5354	0	0	1.868	1.3825	11.5059	0	2.157	0	1.1854	22.3314	0	0.5929	2.8568	5.8164
Paracoccus jeotgali	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8006	0	0	0	0	0	0	0.0997	0	0	0.1099	0
Paracoccus kondratievae	1.7213	0.1183	0	0	0	0	0	0	4.4776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1766	0	0	0	0	1.1506	11.8008	0.4314	0	0	0	0	0.2964	0	7.0095
Paracoccus liaowanqingii	54.4571	0	0	0	0	0	0.2186	0	0	0	0	0	0	0.2862	0	0.1197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.8156	0.3026	0.8628	0	0	0	0	0	0	0.1491
Paracoccus marcusii	19.2478	0.2366	0.4528	0	0	0.0941	0.1093	0	0	0	0.8905	0	0.4079	0	0	0	0	0	0	0	0	0.4482	0	0	0	14.1328	1.3798	0.5297	0	0	0.2669	0	6.9036	0.4539	0	0	0.3951	2.6917	0	2.3716	0.7691	0.8948
Paracoccus mutanolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1197	0	0	0	0	0	0.2241	0	0	0	0	0	0	0	0	0	0	0.2301	0	0	0	0	0.0997	0	0	0	0
Paracoccus pantotrophus	13.9272	0.3549	0.3396	0	0	4.7042	0.1093	11.5373	0	4.6476	0	0.1376	2.4475	0	0	4.5476	0	0	0	0	0	0	0	0	0	0	2.0696	6.8867	0	0	0.5337	0	26.4636	4.8414	46.1602	0.208	1.1854	7.9755	0	1.8775	4.2853	12.975
Paracoccus sanguinis	0.1565	0	0	0	0	0	0	0	0	1.3279	0	0	15.9086	0	0	0	0	0	0	0	0.6372	0	0.602	0	0	0	9.6583	29.8423	0	0	0	433.42	0.2301	0	0	0	0	3.8881	0	25.0992	0	0
Paracoccus sediminicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.119	0	0	0	0	0.4602	0	0	0	0	0.0997	0	0.5929	0	1.4914
Paracoccus seriniphilus	1.4084	0	0.1132	0	0	0	0.1093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0711	0.1513	1.2942	0	0	0	0	0	0	1.044
Paracoccus sp. MA	0.6259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1274	0	0	0	0	0	0	0.1766	0	0	0	0	4.3723	0	0	0	0	0.3988	0	0.0988	0.2198	0.4474
Paracoccus sp. SCSIO 75233	0.1565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.1265	0	0	0	0	0	0.1513	0	0	0	0	0	7.51	0	0
Paracoccus sp. SMMA_5_TC	0.1565	0	0	0	0	0	0	0	0.6397	0	0	0	0	0	0	0	0	0	0	0	0	0.4482	0	0	0	0	0	0	0	0.1758	0	0	0	0.3026	0	0	0	0	0	0	0.2198	0
Paracoccus suum	0.1565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.765	0.2301	0	0	0	0	0	0	0.1976	0	0
Paracoccus versutus	0.9389	0	0.2264	0	0	0.4704	0.1093	5.9335	5.757	1.9918	0	0.1376	1.2237	0	0.2019	0.2394	0	0	0	0	0	0.2241	0	0	0	0	0	1.5892	0	0	0	0.6913	23.9323	0.6052	21.5702	0	4.3463	3.4893	0	0.1976	0.5494	2.5354
Paracoccus yeei	21.1256	1.3013	3.9619	1.4534	0.1766	0.2822	4.4804	3.4612	33.2625	2.6558	2.9685	2.6147	0.8158	1.1449	0.2019	0.9574	0	0	0	0	0.1274	7.8444	0.301	2.3238	0	0.257	0.6899	5.1209	0	0	0	10.3689	5.753	7.8672	12.5107	29.5314	5.1365	4.5859	0	0.9882	7.4717	5.2199
Paraprevotella clara	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paraprevotella xylaniphila	0	0	0	0	0	0.2822	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Parvimonas micra	0	3.549	0.3396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.512	0	0	0.1491
Pasteurella multocida	2.5038	0.7098	0.1132	0	0	0	0.1093	0.3296	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2241	0	0	0	0.7709	0	0	0	0.5273	0	2.0738	0	0.7565	6.0397	0	0	0.0997	0	0.8893	0.1099	0
Patulibacter medicamentivorans	0	0	0	1.8167	0	15.9941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paucibacter sp. KCTC 42545	0.4695	0.5915	0	2.18	0	0	1.967	0	0.6397	0	0	0.1376	0	0	0	0	0	0	0	0	0	0.2241	0	0.5809	3.2081	0	0	0	0	0	0	0	0	0	0	59.2709	0.7902	15.0538	0	0	4.6149	0
Paucibacter sp. S2-9	0.4695	0.2366	0	0	0.1766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.892	0	0	0	0	0	0	0	0	0.1758	0	0	0	0	0	275.35	0	0.5982	0	0	0.1099	0
Pectobacterium carotovorum	2.5038	0.4732	0	0	0	0	0.1093	0	0	0	0	0	0	0	0	0.4787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pediococcus acidilactici	0	3.7856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.157	0	0	0	0	0	0	0
Pediococcus pentosaceus	0	19.2828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2087	0
Pedobacter endophyticus	0	0	0	22.1637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pedobacter gandavensis	3.5992	0	0	5.4501	0	0.1882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.1769	0	13.0388	0	0.1196	0	0	0.7457
Pedobacter ginsengisoli	0.1565	0	0	9.8102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2392	0	0	1.044
Pedobacter roseus	0	0	0	33.7905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3951	0	0	0	0	6.2638
Pedobacter sp. D749	0	0	0	15.9869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1491
Pedobacter sp. G11	0	0	0	5.4501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274.444	0	4.5753	0	0	0	0	0	0
Pedobacter sp. HDW13	0	0	0	6.1768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.5316	0	0	0	0	0.2983
Pedobacter sp. SL55	2.9732	0.7098	0	0.3633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7943	0	0	0.1491
Pedococcus dokdonensis	0	0	0	0	11.1276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pepino mosaic virus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Peptacetobacter hiranonis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4474
Peptococcus niger	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.82
Peptoniphilus equinus	0	0	0.3396	0	0	0	0	0.3296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Peptoniphilus harei	0.7824	0.9464	247.106	4.3601	0	0	9.0702	0	0	0.6639	0	0	0	0	0	0	0	0	0	4.4658	0	0	62.6043	1.1619	0.0802	0	0	0	0	0.2637	33.3567	0	0	0.1513	0	0.6239	0	0	0.7177	0	0.7691	198.354
Peptoniphilus sp. GNH	0	0	0.2264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3158	0	0	0
Peptoniphilus sp. SAHP1	0	0	26.035	0.3633	0	0	0.4371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.8876	0	0	0	0	0	0	0	0.4785	0	0	91.7202
Peptostreptococcus anaerobius	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.1587
Peptostreptococcus sp. CBA3647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85.6055
Phaeobacter inhibens	0.313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phaeovulum veldkampii	0	0	0	0	0	0	0	0	0.6397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.8848	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phenylobacterium parvum	10.7975	0	0	0	0	0	0	0	0	0	0	1.789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phenylobacterium sp. NIBR 498073	6.8854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phenylobacterium zucineum	0	0	0	0	2.2962	0	0	0	0	0	0	11.0094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5337	0	0	0	0	0	0	0	0	0	0	0
Phnomibacter ginsenosidimutans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.4563	0	0	0	0	0	0	0	0	0	0
Phocaeicola coprophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3825	0	0	0	0	0	0	0	0	0	0
Phocaeicola vulgatus	0	0	0.1132	0	0	0	0	0.9889	0	6.6394	0	0	0	0	0	0	0	0	0	0	0	0	0.301	0	0	0	0	0	0	0	47.233	2.0738	0	0	0	0	0	0	0	0.0988	0	0
Phreatobacter aquaticus	0	0	0	0	0	0	0	0	0	0	1.1874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phreatobacter stygius	0	0	15.055	0	0	0	0	0	0	6.6394	7.1244	0	0	0	0.6056	0	0	0	0	0	0	0	0	0	0	7.0236	0	0	0	0	0	0	0	0	0.4314	0	0	1.3957	0	0	0.1099	0
